المحافظة,اللواء,القضاء,التجمع السكاني,المنطقة,الحي,الجنسية,الجنس,LESS THAN 15,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80 ABOVE
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفضيلة,أردني,ذكر,5,83,795,"1,332",602,139,51,11,4,2,0,2,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفضيلة,غير أردني,أنثى,145,"1,282","1,072",265,99,35,16,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفضيلة,غير أردني,ذكر,15,217,"1,120","1,430",483,81,51,4,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحمر,أردني,أنثى,2,15,17,11,2,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحمر,أردني,ذكر,0,0,6,19,16,2,1,1,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحمر,غير أردني,أنثى,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الحمر,غير أردني,ذكر,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفروسية,أردني,أنثى,1,46,81,44,10,4,1,1,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفروسية,أردني,ذكر,0,3,38,61,48,16,2,2,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفروسية,غير أردني,أنثى,5,31,54,10,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,الفروسية,غير أردني,ذكر,0,13,4,14,24,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,حدائق الحسين,أردني,أنثى,2,47,83,48,6,3,3,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,حدائق الحسين,أردني,ذكر,0,1,25,74,55,15,3,0,0,1,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,حدائق الحسين,غير أردني,أنثى,7,80,109,27,5,6,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,حدائق الحسين,غير أردني,ذكر,0,11,56,102,19,6,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,دابوق,أردني,أنثى,11,96,221,68,16,2,2,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,دابوق,أردني,ذكر,3,14,154,146,67,12,3,2,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,دابوق,غير أردني,أنثى,4,11,117,15,8,3,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,صويلح,صويلح,دابوق,غير أردني,ذكر,0,0,123,65,35,10,3,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,السلام,أردني,أنثى,30,639,"1,264",674,170,60,18,5,2,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,السلام,أردني,ذكر,3,51,450,938,619,162,33,25,5,1,1,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,السلام,غير أردني,أنثى,65,911,"1,188",607,169,43,24,6,2,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,السلام,غير أردني,ذكر,8,119,962,"1,426",835,187,89,45,4,0,8,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,ام السماق,أردني,أنثى,18,243,422,234,36,20,9,2,1,2,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,ام السماق,أردني,ذكر,1,24,158,392,210,43,7,5,1,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,ام السماق,غير أردني,أنثى,16,341,569,175,55,10,8,2,0,0,3,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,ام السماق,غير أردني,ذكر,0,60,374,516,209,60,18,5,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الخالدين,أردني,أنثى,51,721,"1,558",836,133,37,9,4,0,2,3,1,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الخالدين,أردني,ذكر,11,44,548,"1,288",757,180,39,12,8,0,1,3,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الخالدين,غير أردني,أنثى,79,555,996,362,105,23,14,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الخالدين,غير أردني,ذكر,14,106,613,"1,268",475,76,26,10,9,4,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الصالحين,أردني,أنثى,59,"1,318","2,328","1,222",256,74,33,9,7,1,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الصالحين,أردني,ذكر,7,83,837,"1,989","1,109",318,82,20,5,8,2,1,2,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الصالحين,غير أردني,أنثى,139,"1,700","2,237","1,051",206,58,23,16,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,الصالحين,غير أردني,ذكر,24,384,"2,313","2,552","1,176",286,65,45,21,18,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشرقي,أردني,أنثى,47,792,"1,518",742,117,43,12,9,3,1,1,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشرقي,أردني,ذكر,5,47,519,"1,160",678,167,40,15,4,9,3,2,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشرقي,غير أردني,أنثى,180,"1,198","1,809",816,203,45,22,8,2,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشرقي,غير أردني,ذكر,18,264,"1,635","2,128","1,117",194,73,22,13,13,6,0,4,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشمالي,أردني,أنثى,103,"1,290","2,394","1,294",273,64,22,8,5,0,1,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشمالي,أردني,ذكر,8,94,928,"2,172","1,068",266,61,21,11,1,5,3,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشمالي,غير أردني,أنثى,152,"1,627","1,832",808,270,88,21,26,3,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,التلاع الشمالي,غير أردني,ذكر,30,287,"1,731","2,445",947,234,103,39,10,5,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,بركة,أردني,أنثى,105,"1,310","2,346","1,198",227,82,27,11,5,6,1,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,بركة,أردني,ذكر,14,96,882,"1,950","1,070",257,68,41,18,8,4,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,بركة,غير أردني,أنثى,214,"1,646","2,439",974,203,56,32,3,9,3,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,بركة,غير أردني,ذكر,21,324,"1,637","2,303","1,139",269,91,22,25,5,6,3,6,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,خلدا,أردني,أنثى,10,406,995,532,75,22,13,2,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,خلدا,أردني,ذكر,5,34,321,808,449,105,30,10,5,4,1,1,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,خلدا,غير أردني,أنثى,33,582,690,358,58,7,3,2,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,تلاع العلي وخلدا وام السماق,تلاع العلي وخلدا وام السماق,خلدا,غير أردني,ذكر,0,87,594,676,402,64,45,10,3,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,السعاده,أردني,أنثى,28,633,"1,298",618,124,40,5,3,3,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,السعاده,أردني,ذكر,2,67,530,"1,183",525,121,19,11,6,4,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,السعاده,غير أردني,أنثى,31,277,305,118,17,15,5,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,السعاده,غير أردني,ذكر,0,42,214,170,80,34,7,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,البساله,أردني,أنثى,42,623,915,374,104,47,18,5,0,0,1,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,البساله,أردني,ذكر,2,35,349,775,398,94,19,6,10,2,0,0,1,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,البساله,غير أردني,أنثى,25,130,107,77,20,4,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,البساله,غير أردني,ذكر,7,11,58,162,74,9,7,0,10,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الامانه,أردني,أنثى,38,684,"1,316",631,102,48,25,6,2,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الامانه,أردني,ذكر,7,55,470,"1,265",613,130,31,12,3,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الامانه,غير أردني,أنثى,93,989,687,183,64,15,9,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الامانه,غير أردني,ذكر,4,147,506,614,183,57,6,24,0,3,8,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,المحبه,أردني,أنثى,14,233,508,268,31,14,7,3,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,المحبه,أردني,ذكر,4,17,211,492,190,50,11,8,0,0,0,1,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,المحبه,غير أردني,أنثى,42,436,277,116,22,26,4,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,المحبه,غير أردني,ذكر,3,77,328,445,137,31,6,0,0,3,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الفاروق,أردني,أنثى,32,537,796,411,85,33,14,4,1,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الفاروق,أردني,ذكر,2,36,352,684,376,62,25,6,8,0,3,2,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الفاروق,غير أردني,أنثى,41,435,213,128,46,4,2,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الفاروق,غير أردني,ذكر,8,23,281,263,111,7,6,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الضياء,أردني,أنثى,14,150,322,127,28,11,4,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الضياء,أردني,ذكر,0,10,177,289,135,30,7,0,0,1,0,1,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الضياء,غير أردني,أنثى,2,49,64,6,0,4,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,اسكان ابو نصير,ابو نصير,الضياء,غير أردني,ذكر,0,8,109,97,62,11,6,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ذهيبة,أردني,أنثى,20,384,709,302,28,10,2,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ذهيبة,أردني,ذكر,0,39,325,594,270,50,8,3,3,1,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ذهيبة,غير أردني,أنثى,33,254,293,80,25,4,0,0,0,0,0,0,4,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ذهيبة,غير أردني,ذكر,0,96,290,335,79,24,0,0,9,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ابو القرام,أردني,أنثى,9,143,189,87,11,7,2,0,1,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ابو القرام,أردني,ذكر,0,16,109,186,73,21,1,0,1,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ابو القرام,غير أردني,أنثى,4,68,16,7,0,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,ابو القرام,غير أردني,ذكر,0,4,33,22,4,0,0,0,0,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,المروج,أردني,أنثى,29,494,695,281,49,21,5,4,1,0,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,المروج,أردني,ذكر,0,37,323,714,246,57,12,5,4,1,0,0,0,0,0
العاصمة,الجامعة,الجامعة,شفا بدران,شفا بدران,المروج,غير أردني,أنثى,11,206,146,52,16,0,0,0,0,0,0,0,0,0,0
